TimeStamp,20:3a:07:f9:39:c0,20:3a:07:f9:39:c1,20:3a:07:42:45:11,88:75:56:8f:3d:d5,88:75:56:8f:3d:d4,20:3a:07:42:45:12,88:75:56:8f:3d:d2,88:75:56:8f:3d:d1,20:3a:07:42:45:10,20:3a:07:42:45:14,20:3a:07:f9:39:c5,20:3a:07:42:45:1a,20:3a:07:42:45:1c,20:3a:07:42:45:1e,20:3a:07:42:45:15,20:3a:07:42:45:1d,20:3a:07:f9:39:c4,20:3a:07:f9:39:c2,88:75:56:8f:3d:d0,34:a8:4e:cc:26:f2,20:3a:07:f9:39:ce,20:3a:07:42:45:1b,0c:d9:96:ca:15:41,0c:d9:96:ca:15:4e,0c:d9:96:ca:15:4c,0c:d9:96:ca:15:4d,0c:d9:96:ca:15:45,0c:d9:96:ca:15:40,0c:d9:96:ca:15:44,0c:d9:96:ca:15:42,0c:d9:96:ca:15:4b,0c:d9:96:ca:15:4f,0c:d9:96:ca:15:4a,20:3a:07:f9:39:ca,34:a8:4e:cc:26:f1,34:a8:4e:cc:26:f5,20:3a:07:f9:39:cc,20:3a:07:f9:39:cb,20:3a:07:f9:39:cf,20:3a:07:f9:39:cd,20:3a:07:42:45:1f,34:a8:4e:cc:26:f0,34:a8:4e:cc:26:f4,88:75:56:6b:6a:51,88:75:56:6b:6a:55,88:75:56:6b:6a:52,c0:62:6b:86:c4:30,c0:62:6b:86:c4:34,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e1,c0:62:6b:86:c4:32,f0:25:72:a2:eb:e2,f0:25:72:a2:eb:ec,f0:25:72:a2:eb:eb,f0:25:72:a2:eb:ee,f0:25:72:a2:eb:ed,c0:62:6b:86:c4:35,c0:62:6b:86:c4:31,f0:25:72:a2:eb:ef,c0:62:6b:86:c4:3e,88:75:56:6b:6a:5b,88:75:56:6b:6a:5e,88:75:56:6b:6a:5f,88:75:56:6b:6a:5d,c0:62:6b:86:c4:3f,c0:62:6b:86:c4:3a,34:a8:4e:cc:26:fc,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:ff,88:75:56:6b:6a:54,88:75:56:6b:6a:50,c0:62:6b:86:c4:3c,f0:25:72:a2:eb:e5,f0:25:72:a2:eb:ea,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:fb,34:a8:4e:cc:26:fe,a0:cf:5b:44:84:54,a0:cf:5b:44:84:55,c0:62:6b:86:c4:3d,a0:cf:5b:44:84:52,88:75:56:6b:6a:5c,88:75:56:8f:3d:dc,88:75:56:8f:3d:da,88:75:56:6b:6a:5a,a0:cf:5b:44:84:51,64:d8:14:32:64:d4,a0:cf:5b:44:84:50,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5f,a0:cf:5b:44:84:5b,a0:cf:5b:44:84:5c,88:75:56:8f:3d:db,64:d8:14:32:64:d1,64:d8:14:32:64:d5,64:d8:14:32:64:dc,a0:cf:5b:44:84:5d,64:d8:14:32:64:dd,a0:cf:5b:44:84:5e,e0:d1:73:5b:cd:d2,64:d8:14:ad:ad:0c,64:d8:14:ad:ad:0e,64:d8:14:ad:ad:0a,64:d8:14:ad:ad:0d,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:db,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:dc,7c:95:f3:17:0f:4b,7c:95:f3:17:0f:4e,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:4d,e0:d1:73:5b:cd:da,7c:95:f3:17:0f:4a,7c:95:f3:17:0f:4f,64:d8:14:60:de:41,7c:95:f3:17:0f:40,64:d8:14:60:de:45,64:d8:14:60:de:44,64:d8:14:60:de:42,7c:95:f3:17:0f:41,7c:95:f3:17:0f:44,64:d8:14:60:de:40,7c:95:f3:17:0f:42,64:d8:14:60:de:4b,7c:95:f3:17:0f:45,64:d8:14:60:de:4e,64:d8:14:60:de:4d,64:d8:14:60:de:4f,64:d8:14:60:de:4a,64:d8:14:60:de:4c,64:d8:14:32:64:d0,64:d8:14:32:64:d2,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a1,34:a8:4e:ab:ce:a0,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:00,64:d8:14:ad:ad:01,64:d8:14:c0:60:0b,64:d8:14:ad:ad:05,64:d8:14:ad:ad:04,64:d8:14:c0:60:0f,64:d8:14:c0:60:00,64:d8:14:c0:60:04,64:d8:14:ad:ad:0f,64:d8:14:ad:ad:0b,64:d8:14:32:64:df,64:d8:14:c0:60:0a,64:d8:14:32:64:da,64:d8:14:c0:60:0c,64:d8:14:c0:60:05,34:a8:4e:ab:ce:a2,64:d8:14:c0:60:0d,64:d8:14:ad:ad:02,64:d8:14:c0:60:02,64:d8:14:c0:60:01,34:a8:4e:ab:ce:ae,34:a8:4e:ab:ce:aa,64:d8:14:32:64:db,64:d8:14:c0:60:0e,34:a8:4e:ab:ce:ac,64:d8:14:32:64:de,34:a8:4e:ab:ce:ad,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ab,88:75:56:8f:3d:df,88:75:56:8f:3d:dd
1454508767481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,,,-88,-81,,,,,,-85,-81,,,,,,,,,,,,,,,,,,,,,-75,-77,,-75,,,,,-79,,-75,-88,-90,-86,-86,,,,,-91,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508770883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,,,,-84,,,,,,-85,-81,,,,,,,,,,,,,,,,,,-93,,,-75,-77,,-76,,,,,-76,,-78,-89,-92,-92,-89,,,,,-91,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508774295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-85,,,,-83,,,,,,-84,-84,,,,,,,,,,,,,,,,,,-93,,,-79,-81,,-80,,,,,-76,,-79,-89,-92,-92,-89,,,,,-90,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508777700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94,,,,,,,,,,,,,,,-82,-83,-85,,-88,-83,,,,-92,,-84,-84,,,,,,,,,,,,,,,,,,-93,,,-77,-75,,-76,-94,,,,-75,,-77,-89,-90,-92,-88,,,,,-90,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508781123,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,,,-94,,,,,,,,,,,,,,,-82,-63,-77,-77,-79,-63,-77,-93,-94,-94,,-64,-63,-93,,,,,,-77,-77,,,,,,-77,,-93,,-78,,,-64,-63,-76,-64,-94,,,,-63,,-77,-89,-90,,-88,,,,,-90,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508784540,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,,,-94,,,,,,,,,,,,,,,-75,-77,-77,-89,-79,-63,-77,-93,-94,-94,,-77,-78,-93,,,,,,-93,-77,,,,,,-77,,-93,,-78,,,-73,-63,-76,-69,-94,,,,-69,,-76,-89,-90,-86,-86,,,,,-86,,-87,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508787946,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,,,,,,,,,,,,,,,,,,-78,-77,-77,-87,-87,-77,-77,-93,-94,-94,,-76,-78,-94,-90,,,,,-93,-77,,,,,,-77,,-93,,-92,,,-66,-67,-76,-66,,,,,-69,,-66,-84,-83,-83,-86,,,,,-82,,-83,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508791353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-77,-89,-87,-86,-77,-90,,,,,-79,-76,-94,-90,,,,,-90,-92,,,,,,-92,,,,-91,,,-66,-73,-91,-71,,,,,-72,,-66,-79,-82,-83,-81,,,,,-82,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508794715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,-70,-73,-75,-87,-86,-71,-75,,-90,-86,-86,-72,-72,-89,-82,,,,,-83,-83,,,,-90,,-84,-75,-90,,-91,,,-60,-60,-91,-60,,,,,-59,,-61,-79,-77,-80,-79,,,,,-76,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508798133,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-83,-83,-82,-93,,,,,,,,,,,,,,,,-70,-69,-86,,-88,-69,-87,,-90,-94,-86,-72,-67,-93,-88,,,,,-88,-90,,,,-90,,-89,-86,-90,,-91,,,-67,-60,-91,-66,,,,,-64,,-67,-79,-84,-80,-79,,,,,-84,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508801542,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-83,-83,-82,-93,,,,,,,,,,,,,,,,-76,-77,-88,-87,-88,-77,-88,,-90,-94,-86,-77,-67,-93,-91,,,,,-88,-92,,,,-90,,-89,-88,-90,,,,,-69,-70,-91,-68,,,,,-70,,-71,,-84,-85,-79,,,,,-83,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508804924,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-83,-83,-82,,,,,,,,,,,,,,,,,-80,-77,-88,-87,-89,-77,-88,,,-94,,-78,-80,-93,-91,,,,,-88,-92,,,,,,-89,-87,,,-87,,,-69,-77,-89,-68,,,,,-71,,-78,,-84,-86,,,,,,-84,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508808249,-77,,,,,,,,,,-78,,,,,,-79,-78,,-83,-90,,-70,-84,-83,-83,-69,-70,,-70,,-83,-83,-91,,-84,-91,,-91,-91,,-84,-82,,,-83,-73,-75,-83,-84,-89,-76,-88,-92,-90,-94,-91,-73,-80,-93,-89,,,,-93,,-89,,,,-85,-85,-87,-83,-92,,-87,,,-69,-76,-91,-78,,,,,-77,,-78,,-91,-86,,,,,,-89,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508811618,-77,-88,,,,,,,,,-88,,,,,,-79,-78,,-83,-90,,-77,-88,-83,-88,-82,-70,,-76,-87,-83,-87,-91,,-84,-91,,-91,-91,,-84,-82,,,-83,-80,-78,-70,-70,-69,-77,-88,-78,-77,-94,-78,-82,-80,-79,-77,,,,-93,,-89,,,,-85,-85,-77,-70,-78,,-80,,,-74,-73,-78,-74,,,,,-77,,-74,,-87,-83,,,,,,-87,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508814981,-77,-88,,,,,,,,,-88,,,,,,-79,-78,,-83,-94,,-81,-88,-90,-88,-82,-70,-81,-76,-88,-89,-88,-91,,-84,-91,,-91,-91,,-84,-82,,,-83,-63,-63,-70,-71,-69,-63,-71,-78,-81,-80,-81,-64,-62,-81,-71,,,,-93,-69,-75,,,,-85,-85,-75,-69,-81,,-80,,,-68,-68,-69,-67,,,,,-66,,-69,,-74,-73,-72,,,,,-75,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508818314,,-88,,,,,,,,,-88,,,,,,,-89,,,-94,,-81,-86,-88,-87,-82,-79,-80,-76,-88,-87,-87,,,,,,,,,,,,,-88,-61,-61,-63,-63,-64,-63,-63,-82,-79,-80,-82,-64,-59,-82,-71,,,,,-73,-74,,,,,,-75,-64,-81,,-74,,,-59,-68,-73,-60,,,,,-59,,-69,-66,-68,-73,-67,,,,,-68,,-68,,-89,-89,-91,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508821679,-88,,,,,,,,,,,,,,,,-88,-89,,,-94,,-81,-88,-89,-89,-82,-79,-78,-81,-89,-88,-87,,,,,,,,,,,,,-88,-60,-59,-63,-66,-66,-59,-63,-82,-75,-79,-75,-64,-59,-77,-74,,,,,-74,-75,,,,,,-75,-66,-81,,-71,,,-59,-68,-74,-72,,,,,-71,,-72,-86,-68,-84,-86,,,,,-86,,-85,-83,-89,-89,-91,-89,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508825051,-88,-84,,,,,,,,,,,,,,,-86,-89,,,,,,-90,-91,-89,-78,-79,-79,-79,-92,-90,-90,,,,,,,,,,,,,-88,-60,-59,-62,-61,-62,-53,-61,-72,-75,-74,-73,-51,-52,-74,-74,,,,,-66,-64,,,,,,-66,-66,-72,,-66,,,-59,-78,-66,-79,,,,,-79,,-72,-87,-87,-84,-86,,,,,-86,,-87,-83,-89,-89,-91,-89,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508828425,-88,-84,,,,,,,,,-87,,,,,,-86,,,,,,,-90,-88,-89,-78,-79,-82,-81,-88,-90,-90,,,,,,,,,,,,,,-58,-56,-58,-61,-59,-53,-61,-64,-71,-68,-68,-57,-54,-68,-67,,,,,-66,-64,,,,,,-66,-59,-68,,-66,,,,-76,-66,-79,,,,,-78,,-72,-88,-88,-89,-88,,,,,-88,,-87,-78,,,,,-81,-79,-78,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508831796,-86,-84,,,,,,,,,-87,,,,,,-86,,,,,,-84,-85,-88,-89,-81,-86,-82,-81,-89,-87,-88,,,,,,,,,,,,,,-52,-52,-52,-52,-59,-51,-53,-64,-63,-67,-63,-57,-47,-63,-59,,,,,-61,-61,,,,,,-64,-52,-62,,-66,,,-79,-76,-61,-79,,,,,-79,,-78,-88,-88,-89,-88,,,,,-88,,-87,-73,,,,,-72,-79,-73,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508835168,-86,,,,,,,,,,-87,,,,,,-86,,,,,,-84,-85,-88,-88,-84,-81,-80,-81,-89,-88,-89,,,,,,,,,,,,,,-54,-52,-59,-57,-60,-54,-57,-64,-65,-67,-65,-57,-51,-65,-59,,,,,-67,-70,,,,,,-68,-52,-62,,-70,,,-77,-76,-67,-76,,,,,-78,,-78,-88,-84,-89,-88,,,,,-83,,,-69,,,,,-69,-79,-70,-70,-86,-87,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508838534,-86,,,,,,,,,,-87,,,,,,-86,,,,,,-84,-91,-88,-92,-84,-86,-80,-83,-90,-90,-90,,,,,,,,,,,,,,-49,-52,-59,-50,-49,-54,-49,-59,-65,-63,-61,-51,-53,-61,-61,,,,,-63,-66,,,,,,-68,-48,-62,,-64,,,-77,-72,-63,-76,,,,,-74,,-73,-87,-88,-89,,,,,,-83,,-89,-69,,,,,-72,-72,-72,-72,-90,-87,-87,-89,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508841924,,,,,,,,,,,,,,,,,,,,,,,,-91,-88,-92,-84,-86,-80,-83,-90,-90,-90,,,,,,,,,,,,,,-52,-52,-65,-50,-64,-53,-49,-72,-70,-70,-73,-53,-53,-72,-62,,,,,-63,-66,,,,,,-65,-64,-70,,-63,,,-73,-76,-63,-73,,,,,-74,,-73,-83,-84,-89,,,,,,-84,,-89,-69,,,,,-72,-69,-69,-69,-84,-83,-85,-84,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508845301,,,,,,,,,,,,,,,,,,,,,,,,-91,,-92,,-86,,-83,-90,-90,-90,,,,,,,,,,,,,,-56,-56,-65,-66,-67,-55,-66,-67,-63,-65,-66,-53,-57,-65,-75,,,,,-73,-74,,,,,,-73,-65,-70,,-74,,,-67,-76,-74,-67,,,,,-69,,-73,-74,-75,-89,-74,,,,,-76,,-76,-64,,,,,-64,-69,-64,-69,-84,-87,-87,-83,-87,-92,-93,-93,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508848687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-56,-65,-66,-71,-55,-66,-74,-71,-72,-72,-63,-61,-72,-73,,,,,-70,-72,,,,,,-73,-70,-73,,-71,,,-67,-78,-70,-67,,,,,-75,,-78,-83,-82,-82,-83,,,,,-82,,-76,-64,,,,,-63,-65,-64,-69,-83,-87,-87,-86,-83,-93,-93,-93,-92,-83,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508852069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-62,-72,-73,-71,-62,-70,-73,-71,-72,-72,-63,-61,-72,-75,,,,,-74,-73,,,,,,-75,-68,-72,,-71,,,-79,-80,-74,-78,,,,,-82,,-78,-83,-90,-91,-83,,,,,-82,,-92,-61,,,,,-61,-60,-62,-61,-83,-83,-84,-86,-83,-93,-93,-93,-92,-84,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508855446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-62,-68,-69,-69,-61,-69,-77,-74,-79,-74,-65,-61,-74,-75,,,,,-71,-75,,,,,,-75,-68,-76,,-71,,,-81,-80,-70,-80,,,,,-84,,-78,-83,-90,-91,-83,,,,,-82,,-92,-66,,,,,-68,-69,-62,-61,-86,-83,-87,-88,-85,-93,,-93,,-84,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508858812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,-65,-68,-69,-66,-61,-69,-70,-70,-71,-71,-60,-66,-71,-74,,,,,-76,-75,,,,,,-75,-69,-69,,-79,,,-86,-80,-77,-80,,,,,-84,,-85,-91,-90,-91,,,,,,,,-92,-66,,,,,-68,-66,-65,-66,-87,-85,-87,-88,-87,-91,,-91,-92,-87,-92,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508862175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-66,-73,-79,-79,-66,-69,-73,-71,-71,-73,-65,-66,-73,-74,,,,,-73,-73,,,,,,-73,-72,-73,,-79,,,-86,,-73,-80,,,,,-84,,-85,-91,,,,,,,,,,-92,-57,,,,,-59,-57,-57,-57,-87,-77,-79,-76,-75,-91,,-91,-92,-77,-92,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508865548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-67,-72,-70,-79,-65,-70,-77,-77,-74,-79,-65,-64,-78,-76,,,,,-74,-75,,,,,,-74,-72,-73,,-76,,,-85,,-76,,,,,,,,-85,-91,,,,,,,,,,,-61,,,,,-59,-57,-61,-61,-78,-79,-75,-76,-75,-91,-91,-92,-92,-77,-92,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508868910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-70,-72,-75,-73,-68,-76,-75,-74,-75,-74,-66,-67,-74,-76,,,,,-79,-78,,,,,,-80,-72,-76,,-80,,,-85,,-79,,,,,,,,,,,,,,,,,,,,-57,,,,,-56,-59,-61,-61,-77,-76,-77,-77,-77,,-90,-89,-89,-77,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508872286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-70,-72,-75,-73,-68,-74,-80,-81,-81,-81,-69,-66,-81,-82,,,,,-79,-79,,,,,,-80,-75,-80,,-79,,,-85,,-80,,,,,,,,,,,,,,,,,,,,-57,,,,,-52,-59,-53,-53,-77,-77,-77,-76,-77,-86,-90,-86,-86,,-86,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508875672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-68,-73,-75,-75,-68,-74,-78,-81,-79,-79,-69,-66,-79,-79,,,,,-80,-81,,,,,,-81,-75,-81,,-79,,,,,-80,,,,,,,,,,,,,,,,,,,,-54,,,,,-53,-55,-54,-54,-77,-76,-77,-75,-75,-86,-83,-86,-83,-76,-87,-87,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508879039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-68,-73,-77,-73,-69,-75,-87,-85,-85,-86,-69,-66,-79,-79,,,,,-83,-83,,,,,,-82,-75,-87,,-83,,,,,-84,,,,,,,,,,,,,,,,,,,,-54,,,,,-53,-53,-54,-54,-75,-72,-71,-72,-73,-86,-89,-89,-91,-76,-90,-87,-81,-83,-82,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508882435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-68,-73,-76,-76,-69,-76,-87,-83,-85,-82,-72,-72,-84,-83,,,,,-83,-82,,,,,,-82,-77,-87,,-83,,,,,-83,,,,,,,,,,,,,,,,,,,,-54,,,,,-51,-51,-51,-51,-67,-67,-71,-67,-67,-84,-87,-89,-91,-67,-87,-84,-81,-83,-82,-82,-84,-83,-84,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508885794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-71,-74,-76,-76,-71,-76,-87,-82,-83,-82,-70,-69,-84,-81,,,,,-81,-83,,,,,,-82,-77,-84,,-83,,,,,-82,,,,,,,,,,,,,,,,,,,,-51,,,,,-49,-51,-52,-51,-68,-68,-69,-68,-67,-83,-83,-89,-84,-70,-87,-83,-81,,-82,-82,-84,-83,-84,-81,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508889188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-72,-78,-79,-78,-72,-79,-82,-87,-82,-87,-70,-71,-86,-89,,,,,-86,-84,,,,,,-86,-77,-84,,-86,,,,,-82,,,,,,,,,,,,,,,,,,,,-46,,,,,-45,-51,-50,-51,-68,-72,-72,-72,-67,-87,-83,-84,-85,-70,-87,-83,,-82,,-83,-82,-83,-84,-82,-82,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508892551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-71,-77,-79,-78,-71,-79,-83,-83,-85,-83,-70,-71,-86,-85,,,,,-80,-84,,,,,,-84,-76,-83,,-81,,,,,-80,,,,,,,,,,,,,,,,,,,,-51,,,,,-45,-54,-51,-51,-69,-68,-68,-68,-72,-88,-83,-84,-90,-70,,-88,-78,-82,-78,-83,-76,-81,,-78,-82,-92,-81,-92,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508895918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-65,-77,-74,-78,-67,-75,-88,-87,-87,-87,-67,-71,-87,-83,,,,,-80,-84,,,,,,-82,-73,-87,,-81,,,,,-81,,,,,,,,,,,,,,,,,,,,-44,,,,,-46,-46,-46,-44,-69,-63,-63,-62,-66,-81,-80,-79,-81,-63,-79,-81,-73,-81,-74,-83,-76,-83,,-72,-82,-92,-82,-84,-92,-84,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508899293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-74,-81,-82,-82,-74,-83,-86,-86,-88,-88,-67,-73,-84,-87,,,,,-87,-88,,,,,,-86,-81,-87,,-87,,,,,-81,,,,,,,,,,,,,,,,,,,,-52,,,,,-51,-46,-51,-52,-71,-72,-71,-72,-66,-82,-80,-78,-81,-74,-79,-81,-73,-78,-73,-74,-76,-83,-79,-72,-82,-88,-82,-84,-87,-90,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508902664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-74,-81,-83,-82,-77,-83,-89,-86,-89,-87,-77,-79,-89,-87,,,,,-87,-87,,,,,,-89,-81,-87,,-89,,,,,-91,,,,,,,,,,,,,,,,,,,,-52,,,,,-48,-49,-51,-46,-71,-71,-71,-70,-66,-82,-76,-77,-76,-74,-78,-76,-66,-78,-73,-67,-66,-77,-80,-67,-81,-88,-82,-85,-87,-81,-79,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508906032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-79,-81,-83,-81,-77,-83,-90,-92,-91,-89,-75,-79,-90,-89,,,,,-91,-87,,,,,,-89,-79,-89,,-91,,,,,-90,,,,,,,-80,,,,,,,,-83,-91,,,,-49,,,,,-48,-50,-48,-49,-71,-75,-75,-74,-75,-86,-76,-86,-85,-74,-85,-88,-65,-78,-73,-67,-69,-79,-80,-67,-81,-70,-80,-69,-69,-69,-71,-70,-83,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
